index,Quarter,AdmissionType,SpecialtyName,Episodes,LengthOfEpisode,Stays,LengthOfStay,HBName,LocationName
22825,2015Q2,Emergency Inpatients,Gastroenterology,0,0,0,10,NHS Ayrshire and Arran,Arran War Memorial Hospital
22826,2015Q3,Emergency Inpatients,Gastroenterology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22827,2015Q4,Emergency Inpatients,Gastroenterology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22828,2016Q1,Emergency Inpatients,Gastroenterology,0,0,0,13,NHS Ayrshire and Arran,Arran War Memorial Hospital
22829,2014Q4,Emergency Inpatients,Geriatric Medicine,0,0,5,38,NHS Ayrshire and Arran,Arran War Memorial Hospital
22830,2015Q1,Emergency Inpatients,Geriatric Medicine,0,0,5,36,NHS Ayrshire and Arran,Arran War Memorial Hospital
22831,2015Q2,Emergency Inpatients,Geriatric Medicine,0,0,0,9,NHS Ayrshire and Arran,Arran War Memorial Hospital
22832,2015Q3,Emergency Inpatients,Geriatric Medicine,0,0,5,54,NHS Ayrshire and Arran,Arran War Memorial Hospital
22833,2015Q4,Emergency Inpatients,Geriatric Medicine,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22834,2016Q1,Emergency Inpatients,Geriatric Medicine,0,0,0,44,NHS Ayrshire and Arran,Arran War Memorial Hospital
22835,2016Q2,Emergency Inpatients,Geriatric Medicine,0,0,5,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22836,2016Q4,Emergency Inpatients,Geriatric Medicine,0,0,0,13,NHS Ayrshire and Arran,Arran War Memorial Hospital
22837,2017Q1,Emergency Inpatients,Geriatric Medicine,0,0,5,26,NHS Ayrshire and Arran,Arran War Memorial Hospital
22838,2017Q2,Emergency Inpatients,Geriatric Medicine,0,0,0,27,NHS Ayrshire and Arran,Arran War Memorial Hospital
22839,2017Q3,Emergency Inpatients,Geriatric Medicine,0,0,5,55,NHS Ayrshire and Arran,Arran War Memorial Hospital
22840,2018Q1,Emergency Inpatients,Geriatric Medicine,0,0,5,256,NHS Ayrshire and Arran,Arran War Memorial Hospital
22841,2018Q3,Emergency Inpatients,Geriatric Medicine,0,0,0,19,NHS Ayrshire and Arran,Arran War Memorial Hospital
22842,2018Q4,Emergency Inpatients,Geriatric Medicine,0,0,0,11,NHS Ayrshire and Arran,Arran War Memorial Hospital
22843,2019Q1,Emergency Inpatients,Geriatric Medicine,0,0,0,69,NHS Ayrshire and Arran,Arran War Memorial Hospital
22844,2019Q2,Emergency Inpatients,Geriatric Medicine,0,0,0,84,NHS Ayrshire and Arran,Arran War Memorial Hospital
22845,2019Q3,Emergency Inpatients,Geriatric Medicine,0,0,0,11,NHS Ayrshire and Arran,Arran War Memorial Hospital
22846,2016Q1,Emergency Inpatients,Medical Oncology,0,0,0,6,NHS Ayrshire and Arran,Arran War Memorial Hospital
22847,2014Q4,Emergency Inpatients,Renal Medicine,0,0,0,74,NHS Ayrshire and Arran,Arran War Memorial Hospital
22848,2015Q1,Emergency Inpatients,Renal Medicine,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22849,2015Q2,Emergency Inpatients,Renal Medicine,0,0,0,9,NHS Ayrshire and Arran,Arran War Memorial Hospital
22850,2015Q4,Emergency Inpatients,Renal Medicine,0,0,0,30,NHS Ayrshire and Arran,Arran War Memorial Hospital
22851,2016Q1,Emergency Inpatients,Renal Medicine,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22852,2017Q1,Emergency Inpatients,Renal Medicine,0,0,0,8,NHS Ayrshire and Arran,Arran War Memorial Hospital
22853,2017Q2,Emergency Inpatients,Renal Medicine,0,0,0,28,NHS Ayrshire and Arran,Arran War Memorial Hospital
22854,2019Q1,Emergency Inpatients,Renal Medicine,0,0,0,24,NHS Ayrshire and Arran,Arran War Memorial Hospital
22855,2019Q2,Emergency Inpatients,Renal Medicine,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22856,2017Q3,Emergency Inpatients,Neurology,0,0,0,10,NHS Ayrshire and Arran,Arran War Memorial Hospital
22857,2014Q4,Emergency Inpatients,Palliative Medicine,0,0,0,7,NHS Ayrshire and Arran,Arran War Memorial Hospital
22858,2017Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,0,62,NHS Ayrshire and Arran,Arran War Memorial Hospital
22859,2014Q4,Emergency Inpatients,Respiratory Medicine,0,0,5,39,NHS Ayrshire and Arran,Arran War Memorial Hospital
22860,2015Q1,Emergency Inpatients,Respiratory Medicine,0,0,0,31,NHS Ayrshire and Arran,Arran War Memorial Hospital
22861,2015Q2,Emergency Inpatients,Respiratory Medicine,0,0,5,7,NHS Ayrshire and Arran,Arran War Memorial Hospital
22862,2015Q3,Emergency Inpatients,Respiratory Medicine,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22863,2014Q4,Emergency Inpatients,General Surgery,0,0,5,40,NHS Ayrshire and Arran,Arran War Memorial Hospital
22864,2015Q1,Emergency Inpatients,General Surgery,0,0,15,65,NHS Ayrshire and Arran,Arran War Memorial Hospital
22865,2015Q2,Emergency Inpatients,General Surgery,0,0,5,32,NHS Ayrshire and Arran,Arran War Memorial Hospital
22866,2015Q3,Emergency Inpatients,General Surgery,0,0,5,25,NHS Ayrshire and Arran,Arran War Memorial Hospital
22867,2015Q4,Emergency Inpatients,General Surgery,0,0,5,35,NHS Ayrshire and Arran,Arran War Memorial Hospital
22868,2016Q1,Emergency Inpatients,General Surgery,0,0,5,60,NHS Ayrshire and Arran,Arran War Memorial Hospital
22869,2016Q2,Emergency Inpatients,General Surgery,0,0,5,26,NHS Ayrshire and Arran,Arran War Memorial Hospital
22870,2016Q3,Emergency Inpatients,General Surgery,0,0,5,45,NHS Ayrshire and Arran,Arran War Memorial Hospital
22871,2016Q4,Emergency Inpatients,General Surgery,0,0,5,19,NHS Ayrshire and Arran,Arran War Memorial Hospital
22872,2017Q1,Emergency Inpatients,General Surgery,0,0,10,77,NHS Ayrshire and Arran,Arran War Memorial Hospital
22873,2017Q2,Emergency Inpatients,General Surgery,0,0,5,43,NHS Ayrshire and Arran,Arran War Memorial Hospital
22874,2017Q3,Emergency Inpatients,General Surgery,0,0,10,62,NHS Ayrshire and Arran,Arran War Memorial Hospital
22875,2017Q4,Emergency Inpatients,General Surgery,0,0,5,130,NHS Ayrshire and Arran,Arran War Memorial Hospital
22876,2018Q1,Emergency Inpatients,General Surgery,0,0,0,94,NHS Ayrshire and Arran,Arran War Memorial Hospital
22877,2018Q2,Emergency Inpatients,General Surgery,0,0,5,27,NHS Ayrshire and Arran,Arran War Memorial Hospital
22878,2018Q3,Emergency Inpatients,General Surgery,0,0,0,6,NHS Ayrshire and Arran,Arran War Memorial Hospital
22879,2018Q4,Emergency Inpatients,General Surgery,0,0,5,25,NHS Ayrshire and Arran,Arran War Memorial Hospital
22880,2019Q1,Emergency Inpatients,General Surgery,0,0,5,51,NHS Ayrshire and Arran,Arran War Memorial Hospital
22881,2019Q2,Emergency Inpatients,General Surgery,0,0,5,33,NHS Ayrshire and Arran,Arran War Memorial Hospital
22882,2019Q3,Emergency Inpatients,General Surgery,0,0,10,24,NHS Ayrshire and Arran,Arran War Memorial Hospital
22883,2014Q4,Emergency Inpatients,Anaesthetics,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22884,2015Q1,Emergency Inpatients,Anaesthetics,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22885,2015Q2,Emergency Inpatients,Anaesthetics,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22886,2017Q1,Emergency Inpatients,Anaesthetics,0,0,0,20,NHS Ayrshire and Arran,Arran War Memorial Hospital
22887,2017Q4,Emergency Inpatients,Anaesthetics,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22888,2018Q1,Emergency Inpatients,Anaesthetics,0,0,0,6,NHS Ayrshire and Arran,Arran War Memorial Hospital
22889,2014Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,0,14,NHS Ayrshire and Arran,Arran War Memorial Hospital
22890,2016Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22891,2015Q1,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,10,NHS Ayrshire and Arran,Arran War Memorial Hospital
22892,2015Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22893,2016Q1,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22894,2016Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,6,NHS Ayrshire and Arran,Arran War Memorial Hospital
22895,2016Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22896,2018Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22897,2016Q1,Emergency Inpatients,Neurosurgery,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22898,2016Q2,Emergency Inpatients,Neurosurgery,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22899,2016Q3,Emergency Inpatients,Neurosurgery,0,0,0,54,NHS Ayrshire and Arran,Arran War Memorial Hospital
22900,2018Q1,Emergency Inpatients,Neurosurgery,0,0,0,43,NHS Ayrshire and Arran,Arran War Memorial Hospital
22901,2019Q1,Emergency Inpatients,Neurosurgery,0,0,0,37,NHS Ayrshire and Arran,Arran War Memorial Hospital
22902,2015Q3,Emergency Inpatients,Ophthalmology,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22903,2016Q3,Emergency Inpatients,Ophthalmology,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22904,2018Q2,Emergency Inpatients,Ophthalmology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22905,2014Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,10,NHS Ayrshire and Arran,Arran War Memorial Hospital
22906,2015Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,31,NHS Ayrshire and Arran,Arran War Memorial Hospital
22907,2015Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,10,60,NHS Ayrshire and Arran,Arran War Memorial Hospital
22908,2015Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,39,NHS Ayrshire and Arran,Arran War Memorial Hospital
22909,2015Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,0,6,NHS Ayrshire and Arran,Arran War Memorial Hospital
22910,2016Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,25,NHS Ayrshire and Arran,Arran War Memorial Hospital
22911,2016Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,31,NHS Ayrshire and Arran,Arran War Memorial Hospital
22912,2016Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,22,NHS Ayrshire and Arran,Arran War Memorial Hospital
22913,2016Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,37,NHS Ayrshire and Arran,Arran War Memorial Hospital
22914,2017Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,17,NHS Ayrshire and Arran,Arran War Memorial Hospital
22915,2017Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,0,17,NHS Ayrshire and Arran,Arran War Memorial Hospital
22916,2017Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,0,19,NHS Ayrshire and Arran,Arran War Memorial Hospital
22917,2017Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,44,NHS Ayrshire and Arran,Arran War Memorial Hospital
22918,2018Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,30,NHS Ayrshire and Arran,Arran War Memorial Hospital
22919,2018Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,37,NHS Ayrshire and Arran,Arran War Memorial Hospital
22920,2018Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,0,14,NHS Ayrshire and Arran,Arran War Memorial Hospital
22921,2019Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,119,NHS Ayrshire and Arran,Arran War Memorial Hospital
22922,2019Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,0,19,NHS Ayrshire and Arran,Arran War Memorial Hospital
22923,2019Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,0,0,5,50,NHS Ayrshire and Arran,Arran War Memorial Hospital
22924,2016Q2,Emergency Inpatients,Plastic Surgery,0,0,0,9,NHS Ayrshire and Arran,Arran War Memorial Hospital
22925,2018Q2,Emergency Inpatients,Plastic Surgery,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22926,2014Q4,Emergency Inpatients,Urology,0,0,0,10,NHS Ayrshire and Arran,Arran War Memorial Hospital
22927,2015Q1,Emergency Inpatients,Urology,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22928,2016Q1,Emergency Inpatients,Urology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22929,2017Q1,Emergency Inpatients,Urology,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22930,2018Q3,Emergency Inpatients,Urology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22931,2018Q4,Emergency Inpatients,Urology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22932,2019Q3,Emergency Inpatients,Urology,0,0,0,5,NHS Ayrshire and Arran,Arran War Memorial Hospital
22933,2016Q4,Emergency Inpatients,Clinical Oncology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22934,2018Q3,Emergency Inpatients,Clinical Oncology,0,0,0,0,NHS Ayrshire and Arran,Arran War Memorial Hospital
22935,2015Q2,Emergency Inpatients,Haematology,0,0,0,31,NHS Ayrshire and Arran,Arran War Memorial Hospital
22936,2016Q1,Emergency Inpatients,Haematology,0,0,0,15,NHS Ayrshire and Arran,Arran War Memorial Hospital
22937,2017Q2,Emergency Inpatients,Haematology,0,0,0,19,NHS Ayrshire and Arran,Arran War Memorial Hospital
22938,2018Q3,Emergency Inpatients,Haematology,0,0,0,14,NHS Ayrshire and Arran,Arran War Memorial Hospital
22939,2015Q2,Emergency Inpatients,Infectious Diseases,0,0,5,22,NHS Ayrshire and Arran,University Hospital Ayr
22940,2015Q3,Emergency Inpatients,Infectious Diseases,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
22941,2015Q4,Emergency Inpatients,Infectious Diseases,0,0,0,10,NHS Ayrshire and Arran,University Hospital Ayr
22942,2016Q1,Emergency Inpatients,Infectious Diseases,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
22943,2016Q4,Emergency Inpatients,Infectious Diseases,0,0,0,25,NHS Ayrshire and Arran,University Hospital Ayr
22944,2015Q1,Emergency Inpatients,Dermatology,0,0,0,8,NHS Ayrshire and Arran,University Hospital Ayr
22945,2015Q2,Emergency Inpatients,Dermatology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
22946,2015Q4,Emergency Inpatients,Dermatology,0,0,0,14,NHS Ayrshire and Arran,University Hospital Ayr
22947,2016Q3,Emergency Inpatients,Dermatology,0,0,0,14,NHS Ayrshire and Arran,University Hospital Ayr
22948,2017Q4,Emergency Inpatients,Dermatology,0,0,0,19,NHS Ayrshire and Arran,University Hospital Ayr
22949,2018Q2,Emergency Inpatients,Dermatology,0,0,0,10,NHS Ayrshire and Arran,University Hospital Ayr
22950,2018Q4,Emergency Inpatients,Dermatology,0,0,0,10,NHS Ayrshire and Arran,University Hospital Ayr
22951,2019Q1,Emergency Inpatients,Dermatology,0,0,5,22,NHS Ayrshire and Arran,University Hospital Ayr
22952,2019Q3,Emergency Inpatients,Dermatology,0,0,0,69,NHS Ayrshire and Arran,University Hospital Ayr
22953,2015Q1,Emergency Inpatients,Endocrinology & Diabetes,0,0,5,15,NHS Ayrshire and Arran,University Hospital Ayr
22954,2015Q3,Emergency Inpatients,Endocrinology & Diabetes,0,0,5,32,NHS Ayrshire and Arran,University Hospital Ayr
22955,2015Q4,Emergency Inpatients,Endocrinology & Diabetes,0,0,30,182,NHS Ayrshire and Arran,University Hospital Ayr
22956,2016Q1,Emergency Inpatients,Endocrinology & Diabetes,0,0,35,196,NHS Ayrshire and Arran,University Hospital Ayr
22957,2017Q1,Emergency Inpatients,Endocrinology & Diabetes,0,0,25,320,NHS Ayrshire and Arran,University Hospital Ayr
22958,2017Q2,Emergency Inpatients,Endocrinology & Diabetes,0,0,20,95,NHS Ayrshire and Arran,University Hospital Ayr
22959,2015Q4,Emergency Inpatients,Gastroenterology,0,0,15,130,NHS Ayrshire and Arran,University Hospital Ayr
22960,2016Q4,Emergency Inpatients,Gastroenterology,0,0,15,55,NHS Ayrshire and Arran,University Hospital Ayr
22961,2017Q3,Emergency Inpatients,Gastroenterology,0,0,5,0,NHS Ayrshire and Arran,University Hospital Ayr
22962,2018Q3,Emergency Inpatients,Gastroenterology,0,0,0,6,NHS Ayrshire and Arran,University Hospital Ayr
22963,2018Q4,Emergency Inpatients,Gastroenterology,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
22964,2019Q1,Emergency Inpatients,Gastroenterology,0,0,0,9,NHS Ayrshire and Arran,University Hospital Ayr
22965,2019Q3,Emergency Inpatients,Gastroenterology,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
22966,2016Q2,Emergency Inpatients,Medical Oncology,0,0,5,23,NHS Ayrshire and Arran,University Hospital Ayr
22967,2017Q3,Emergency Inpatients,Medical Oncology,0,0,5,20,NHS Ayrshire and Arran,University Hospital Ayr
22968,2018Q2,Emergency Inpatients,Medical Oncology,0,0,5,30,NHS Ayrshire and Arran,University Hospital Ayr
22969,2018Q3,Emergency Inpatients,Medical Oncology,0,0,5,16,NHS Ayrshire and Arran,University Hospital Ayr
22970,2019Q3,Emergency Inpatients,Medical Oncology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
22971,2015Q1,Emergency Inpatients,Renal Medicine,0,0,20,275,NHS Ayrshire and Arran,University Hospital Ayr
22972,2015Q2,Emergency Inpatients,Renal Medicine,0,0,13,157,NHS Ayrshire and Arran,University Hospital Ayr
22973,2015Q3,Emergency Inpatients,Renal Medicine,0,0,15,208,NHS Ayrshire and Arran,University Hospital Ayr
22974,2015Q4,Emergency Inpatients,Renal Medicine,0,0,5,150,NHS Ayrshire and Arran,University Hospital Ayr
22975,2016Q1,Emergency Inpatients,Renal Medicine,0,0,15,240,NHS Ayrshire and Arran,University Hospital Ayr
22976,2016Q2,Emergency Inpatients,Renal Medicine,0,0,13,166,NHS Ayrshire and Arran,University Hospital Ayr
22977,2016Q4,Emergency Inpatients,Renal Medicine,0,0,10,135,NHS Ayrshire and Arran,University Hospital Ayr
22978,2017Q1,Emergency Inpatients,Renal Medicine,0,0,15,240,NHS Ayrshire and Arran,University Hospital Ayr
22979,2017Q2,Emergency Inpatients,Renal Medicine,0,0,15,106,NHS Ayrshire and Arran,University Hospital Ayr
22980,2017Q3,Emergency Inpatients,Renal Medicine,0,0,15,140,NHS Ayrshire and Arran,University Hospital Ayr
22981,2017Q4,Emergency Inpatients,Renal Medicine,0,0,15,210,NHS Ayrshire and Arran,University Hospital Ayr
22982,2018Q1,Emergency Inpatients,Renal Medicine,0,0,15,225,NHS Ayrshire and Arran,University Hospital Ayr
22983,2018Q2,Emergency Inpatients,Renal Medicine,0,0,10,84,NHS Ayrshire and Arran,University Hospital Ayr
22984,2018Q3,Emergency Inpatients,Renal Medicine,0,0,25,370,NHS Ayrshire and Arran,University Hospital Ayr
22985,2018Q4,Emergency Inpatients,Renal Medicine,0,0,15,266,NHS Ayrshire and Arran,University Hospital Ayr
22986,2019Q1,Emergency Inpatients,Renal Medicine,0,0,15,196,NHS Ayrshire and Arran,University Hospital Ayr
22987,2019Q2,Emergency Inpatients,Renal Medicine,0,0,10,78,NHS Ayrshire and Arran,University Hospital Ayr
22988,2019Q3,Emergency Inpatients,Renal Medicine,0,0,10,140,NHS Ayrshire and Arran,University Hospital Ayr
22989,2015Q1,Emergency Inpatients,Neurology,0,0,0,8,NHS Ayrshire and Arran,University Hospital Ayr
22990,2015Q2,Emergency Inpatients,Neurology,0,0,0,173,NHS Ayrshire and Arran,University Hospital Ayr
22991,2015Q3,Emergency Inpatients,Neurology,0,0,5,30,NHS Ayrshire and Arran,University Hospital Ayr
22992,2015Q4,Emergency Inpatients,Neurology,0,0,0,112,NHS Ayrshire and Arran,University Hospital Ayr
22993,2016Q1,Emergency Inpatients,Neurology,0,0,0,18,NHS Ayrshire and Arran,University Hospital Ayr
22994,2016Q2,Emergency Inpatients,Neurology,0,0,0,38,NHS Ayrshire and Arran,University Hospital Ayr
22995,2016Q3,Emergency Inpatients,Neurology,0,0,5,87,NHS Ayrshire and Arran,University Hospital Ayr
22996,2016Q4,Emergency Inpatients,Neurology,0,0,5,102,NHS Ayrshire and Arran,University Hospital Ayr
22997,2017Q1,Emergency Inpatients,Neurology,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
22998,2017Q2,Emergency Inpatients,Neurology,0,0,0,22,NHS Ayrshire and Arran,University Hospital Ayr
22999,2017Q3,Emergency Inpatients,Neurology,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23000,2017Q4,Emergency Inpatients,Neurology,0,0,0,35,NHS Ayrshire and Arran,University Hospital Ayr
23001,2018Q1,Emergency Inpatients,Neurology,0,0,0,25,NHS Ayrshire and Arran,University Hospital Ayr
23002,2018Q2,Emergency Inpatients,Neurology,0,0,0,35,NHS Ayrshire and Arran,University Hospital Ayr
23003,2018Q3,Emergency Inpatients,Neurology,0,0,0,96,NHS Ayrshire and Arran,University Hospital Ayr
23004,2019Q1,Emergency Inpatients,Neurology,0,0,0,39,NHS Ayrshire and Arran,University Hospital Ayr
23005,2019Q2,Emergency Inpatients,Neurology,0,0,0,57,NHS Ayrshire and Arran,University Hospital Ayr
23006,2019Q3,Emergency Inpatients,Neurology,0,0,5,100,NHS Ayrshire and Arran,University Hospital Ayr
23007,2014Q4,Emergency Inpatients,Palliative Medicine,0,0,5,205,NHS Ayrshire and Arran,University Hospital Ayr
23008,2015Q1,Emergency Inpatients,Palliative Medicine,0,0,5,45,NHS Ayrshire and Arran,University Hospital Ayr
23009,2017Q1,Emergency Inpatients,Palliative Medicine,0,0,10,260,NHS Ayrshire and Arran,University Hospital Ayr
23010,2017Q2,Emergency Inpatients,Palliative Medicine,0,0,15,115,NHS Ayrshire and Arran,University Hospital Ayr
23011,2017Q3,Emergency Inpatients,Palliative Medicine,0,0,10,126,NHS Ayrshire and Arran,University Hospital Ayr
23012,2017Q4,Emergency Inpatients,Palliative Medicine,0,0,10,80,NHS Ayrshire and Arran,University Hospital Ayr
23013,2014Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,0,307,NHS Ayrshire and Arran,University Hospital Ayr
23014,2015Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,5,752,NHS Ayrshire and Arran,University Hospital Ayr
23015,2015Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,124,NHS Ayrshire and Arran,University Hospital Ayr
23016,2015Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,10,415,NHS Ayrshire and Arran,University Hospital Ayr
23017,2015Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,5,587,NHS Ayrshire and Arran,University Hospital Ayr
23018,2016Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,5,512,NHS Ayrshire and Arran,University Hospital Ayr
23019,2016Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,291,NHS Ayrshire and Arran,University Hospital Ayr
23020,2016Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,443,NHS Ayrshire and Arran,University Hospital Ayr
23021,2016Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,5,292,NHS Ayrshire and Arran,University Hospital Ayr
23022,2017Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,5,300,NHS Ayrshire and Arran,University Hospital Ayr
23023,2017Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,633,NHS Ayrshire and Arran,University Hospital Ayr
23024,2017Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,244,NHS Ayrshire and Arran,University Hospital Ayr
23025,2017Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,0,14,NHS Ayrshire and Arran,University Hospital Ayr
23026,2018Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,5,235,NHS Ayrshire and Arran,University Hospital Ayr
23027,2018Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,382,NHS Ayrshire and Arran,University Hospital Ayr
23028,2018Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,612,NHS Ayrshire and Arran,University Hospital Ayr
23029,2018Q4,Emergency Inpatients,Rehabilitation Medicine,0,0,0,80,NHS Ayrshire and Arran,University Hospital Ayr
23030,2019Q1,Emergency Inpatients,Rehabilitation Medicine,0,0,5,496,NHS Ayrshire and Arran,University Hospital Ayr
23031,2019Q2,Emergency Inpatients,Rehabilitation Medicine,0,0,5,448,NHS Ayrshire and Arran,University Hospital Ayr
23032,2019Q3,Emergency Inpatients,Rehabilitation Medicine,0,0,5,172,NHS Ayrshire and Arran,University Hospital Ayr
23033,2017Q3,Emergency Inpatients,Respiratory Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23034,2017Q4,Emergency Inpatients,Respiratory Medicine,0,0,0,5,NHS Ayrshire and Arran,University Hospital Ayr
23035,2018Q3,Emergency Inpatients,Respiratory Medicine,0,0,5,6,NHS Ayrshire and Arran,University Hospital Ayr
23036,2019Q1,Emergency Inpatients,Respiratory Medicine,0,0,0,19,NHS Ayrshire and Arran,University Hospital Ayr
23037,2019Q2,Emergency Inpatients,Respiratory Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23038,2019Q3,Emergency Inpatients,Respiratory Medicine,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23039,2014Q4,Emergency Inpatients,Rheumatology,0,0,5,18,NHS Ayrshire and Arran,University Hospital Ayr
23040,2015Q1,Emergency Inpatients,Rheumatology,0,0,5,60,NHS Ayrshire and Arran,University Hospital Ayr
23041,2015Q4,Emergency Inpatients,Rheumatology,0,0,5,91,NHS Ayrshire and Arran,University Hospital Ayr
23042,2016Q1,Emergency Inpatients,Rheumatology,0,0,15,40,NHS Ayrshire and Arran,University Hospital Ayr
23043,2016Q2,Emergency Inpatients,Rheumatology,0,0,15,140,NHS Ayrshire and Arran,University Hospital Ayr
23044,2016Q3,Emergency Inpatients,Rheumatology,0,0,25,150,NHS Ayrshire and Arran,University Hospital Ayr
23045,2016Q4,Emergency Inpatients,Rheumatology,0,0,5,16,NHS Ayrshire and Arran,University Hospital Ayr
23046,2017Q1,Emergency Inpatients,Rheumatology,0,0,10,46,NHS Ayrshire and Arran,University Hospital Ayr
23047,2017Q2,Emergency Inpatients,Rheumatology,0,0,10,35,NHS Ayrshire and Arran,University Hospital Ayr
23048,2019Q2,Emergency Inpatients,Anaesthetics,0,0,0,0,NHS Ayrshire and Arran,University Hospital Ayr
23049,2014Q4,Emergency Inpatients,Cardiothoracic Surgery,0,0,0,15,NHS Ayrshire and Arran,University Hospital Ayr
